name,family,fs150_value,sim_iris_value,delta_fs_minus_sim,status,sim_source,px4_group,px4_type,fs_type
FD_EXT_ATS_TRIG,Other,1900,1900,0,same,metadata default,Failure Detector,Int32,6
FD_FAIL_P,Other,60,60,0,same,metadata default,Failure Detector,Int32,6
FD_FAIL_P_TTRI,Other,0.300000012,0.3,1.1920929e-08,same,metadata default,Failure Detector,Float,9
FD_FAIL_R,Other,60,60,0,same,metadata default,Failure Detector,Int32,6
FD_FAIL_R_TTRI,Other,0.300000012,0.3,1.1920929e-08,same,metadata default,Failure Detector,Float,9
GF_ACTION,Geofence,2,2,0,same,metadata default,Geofence,Int32,6
GF_ALTMODE,Geofence,0,0,0,same,metadata default,Geofence,Int32,6
GF_COUNT,Geofence,-1,-1,0,same,metadata default,Geofence,Int32,6
GF_MAX_HOR_DIST,Geofence,0,0,0,same,metadata default,Geofence,Float,9
GF_MAX_VER_DIST,Geofence,0,0,0,same,metadata default,Geofence,Float,9
GF_SOURCE,Geofence,0,0,0,same,metadata default,Geofence,Int32,6
GPS_1_CONFIG,GPS,0,,,missing_in_sim_metadata,,,,6
GPS_2_CONFIG,GPS,0,,,missing_in_sim_metadata,,,,6
GPS_DUMP_COMM,GPS,0,0,0,same,metadata default,GPS,Int32,6
GPS_YAW_OFFSET,GPS,0,0,0,same,metadata default,GPS,Float,9
HTE_ACC_GATE,Other,3,3,0,same,metadata default,Hover Thrust Estimator,Float,9
HTE_HT_ERR_INIT,Other,0.100000001,0.1,1.49011611e-09,same,metadata default,Hover Thrust Estimator,Float,9
HTE_HT_NOISE,Other,0.00359999994,0.0036,-6.18398189e-11,same,metadata default,Hover Thrust Estimator,Float,9
IMU_ACCEL_CUTOFF,IMU runtime,30,30,0,same,metadata default,Sensors,Float,9
IMU_DGYRO_CUTOFF,IMU runtime,35,30,5,different,metadata default,Sensors,Float,9
IMU_GYRO_CAL_EN,IMU runtime,1,1,0,same,metadata default,Sensors,Int32,6
IMU_GYRO_CUTOFF,IMU runtime,35,40,-5,different,metadata default,Sensors,Float,9
IMU_GYRO_DYN_NF,IMU runtime,0,0,0,same,metadata default,Sensors,Int32,6
IMU_GYRO_FFT_EN,IMU runtime,1,1,0,same,rcS:149 set-default,Sensors,Int32,6
IMU_GYRO_FFT_LEN,IMU runtime,1024,1024,0,same,metadata default,Sensors,Int32,6
IMU_GYRO_FFT_MAX,IMU runtime,192,192,0,same,metadata default,Sensors,Float,9
IMU_GYRO_FFT_MIN,IMU runtime,32,32,0,same,metadata default,Sensors,Float,9
IMU_GYRO_NF_BW,IMU runtime,20,20,0,same,metadata default,Sensors,Float,9
IMU_GYRO_NF_FREQ,IMU runtime,0,0,0,same,metadata default,Sensors,Float,9
IMU_GYRO_RATEMAX,IMU runtime,800,800,0,same,rc.mc_defaults:10 set-default,Sensors,Int32,6
IMU_INTEG_RATE,IMU runtime,200,250,-50,different,rcS simulator IMU integration rate,Sensors,Int32,6
LED_RGB2_MAXBRT,Other,31,,,missing_in_sim_metadata,,,,6
LNDMC_ALT_GND,Other,-1,-1,0,same,metadata default,Land Detector,Float,9
LNDMC_ALT_MAX,Other,-1,-1,0,same,metadata default,Land Detector,Float,9
LNDMC_ROT_MAX,Other,20,20,0,same,metadata default,Land Detector,Float,9
LNDMC_TRIG_TIME,Other,1,1,0,same,metadata default,Land Detector,Float,9
LNDMC_XY_VEL_MAX,Other,1.5,1.5,0,same,metadata default,Land Detector,Float,9
LNDMC_Z_VEL_MAX,Other,0.5,0.5,0,same,metadata default,Land Detector,Float,9
LND_FLIGHT_T_HI,Other,7,0,7,different,metadata default,Land Detector,Int32,6
LND_FLIGHT_T_LO,Other,-359431728,0,-359431728,different,metadata default,Land Detector,Int32,6
MAV_0_CONFIG,MAVLink/system identity,101,,,missing_in_sim_metadata,,,,6
MAV_0_FORWARD,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_0_MODE,MAVLink/system identity,1,0,1,different,metadata default,MAVLink,Int32,6
MAV_0_RADIO_CTL,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_0_RATE,MAVLink/system identity,0,1200,-1200,different,metadata default,MAVLink,Int32,6
MAV_1_CONFIG,MAVLink/system identity,102,,,missing_in_sim_metadata,,,,6
MAV_1_FORWARD,MAVLink/system identity,1,0,1,different,metadata default,MAVLink,Int32,6
MAV_1_MODE,MAVLink/system identity,0,2,-2,different,metadata default,MAVLink,Int32,6
MAV_1_RADIO_CTL,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_1_RATE,MAVLink/system identity,0,0,0,same,metadata default,MAVLink,Int32,6
MAV_2_CONFIG,MAVLink/system identity,0,,,missing_in_sim_metadata,,,,6
MAV_COMP_ID,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_FWDEXTSP,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_HASH_CHK_EN,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_HB_FORW_EN,MAVLink/system identity,1,1,0,same,metadata default,MAVLink,Int32,6
MAV_ODOM_LP,MAVLink/system identity,1,0,1,different,metadata default,MAVLink,Int32,6
MAV_PROTO_VER,MAVLink/system identity,0,0,0,same,metadata default,MAVLink,Int32,6
MAV_RADIO_TOUT,MAVLink/system identity,5,5,0,same,metadata default,MAVLink,Int32,6
MAV_SIK_RADIO_ID,MAVLink/system identity,0,0,0,same,metadata default,MAVLink,Int32,6
MAV_SYS_ID,MAVLink/system identity,4,1,3,different,"rcS set MAV_SYS_ID px4_instance+1, launch ID=0",MAVLink,Int32,6
MAV_TYPE,MAVLink/system identity,2,2,0,same,metadata default,MAVLink,Int32,6
MAV_USEHILGPS,MAVLink/system identity,0,0,0,same,metadata default,MAVLink,Int32,6
MC_ACRO_EXPO,Multicopter attitude/rate,0.689999998,0.69,-2.38418574e-09,same,metadata default,Multicopter Rate Control,Float,9
MC_ACRO_EXPO_Y,Multicopter attitude/rate,0.689999998,0.69,-2.38418574e-09,same,metadata default,Multicopter Rate Control,Float,9
MC_ACRO_P_MAX,Multicopter attitude/rate,720,720,0,same,metadata default,Multicopter Rate Control,Float,9
MC_ACRO_R_MAX,Multicopter attitude/rate,720,720,0,same,metadata default,Multicopter Rate Control,Float,9
MC_ACRO_SUPEXPO,Multicopter attitude/rate,0.699999988,0.7,-1.19209289e-08,same,metadata default,Multicopter Rate Control,Float,9
MC_ACRO_SUPEXPOY,Multicopter attitude/rate,0.699999988,0.7,-1.19209289e-08,same,metadata default,Multicopter Rate Control,Float,9
MC_ACRO_Y_MAX,Multicopter attitude/rate,540,540,0,same,metadata default,Multicopter Rate Control,Float,9
MC_AIRMODE,Multicopter attitude/rate,0,0,0,same,metadata default,Mixer Output,Int32,6
MC_BAT_SCALE_EN,Multicopter attitude/rate,0,0,0,same,metadata default,Multicopter Rate Control,Int32,6
MC_MAN_TILT_TAU,Multicopter attitude/rate,0,0,0,same,metadata default,Multicopter Position Control,Float,9
MC_PITCHRATE_D,Multicopter attitude/rate,0.00100000005,0.003,-0.00199999995,different,metadata default,Multicopter Rate Control,Float,9
MC_PITCHRATE_FF,Multicopter attitude/rate,0,0,0,same,metadata default,Multicopter Rate Control,Float,9
MC_PITCHRATE_I,Multicopter attitude/rate,0.0500000007,0.2,-0.149999999,different,metadata default,Multicopter Rate Control,Float,9
MC_PITCHRATE_K,Multicopter attitude/rate,1,1,0,same,metadata default,Multicopter Rate Control,Float,9
MC_PITCHRATE_MAX,Multicopter attitude/rate,220,220,0,same,metadata default,Multicopter Attitude Control,Float,9
MC_PITCHRATE_P,Multicopter attitude/rate,0.0700000003,0.15,-0.0799999997,different,metadata default,Multicopter Rate Control,Float,9
MC_PITCH_P,Multicopter attitude/rate,6.5,6.5,0,same,metadata default,Multicopter Attitude Control,Float,9
MC_PR_INT_LIM,Multicopter attitude/rate,0.300000012,0.3,1.1920929e-08,same,metadata default,Multicopter Rate Control,Float,9
MC_ROLLRATE_D,Multicopter attitude/rate,0.00100000005,0.003,-0.00199999995,different,metadata default,Multicopter Rate Control,Float,9
MC_ROLLRATE_FF,Multicopter attitude/rate,0,0,0,same,metadata default,Multicopter Rate Control,Float,9
MC_ROLLRATE_I,Multicopter attitude/rate,0.0700000003,0.2,-0.13,different,metadata default,Multicopter Rate Control,Float,9
MC_ROLLRATE_K,Multicopter attitude/rate,1,1,0,same,metadata default,Multicopter Rate Control,Float,9
MC_ROLLRATE_MAX,Multicopter attitude/rate,220,220,0,same,metadata default,Multicopter Attitude Control,Float,9
MC_ROLLRATE_P,Multicopter attitude/rate,0.0700000003,0.15,-0.0799999997,different,metadata default,Multicopter Rate Control,Float,9
MC_ROLL_P,Multicopter attitude/rate,6.5,6.5,0,same,metadata default,Multicopter Attitude Control,Float,9
MC_RR_INT_LIM,Multicopter attitude/rate,0.300000012,0.3,1.1920929e-08,same,metadata default,Multicopter Rate Control,Float,9
MC_YAWRATE_D,Multicopter attitude/rate,0,0,0,same,metadata default,Multicopter Rate Control,Float,9
MC_YAWRATE_FF,Multicopter attitude/rate,0,0,0,same,metadata default,Multicopter Rate Control,Float,9
MC_YAWRATE_I,Multicopter attitude/rate,0.100000001,0.1,1.49011611e-09,same,metadata default,Multicopter Rate Control,Float,9
MC_YAWRATE_K,Multicopter attitude/rate,1,1,0,same,metadata default,Multicopter Rate Control,Float,9
MC_YAWRATE_MAX,Multicopter attitude/rate,200,200,0,same,metadata default,Multicopter Attitude Control,Float,9
MC_YAWRATE_P,Multicopter attitude/rate,0.200000003,0.2,2.98023223e-09,same,metadata default,Multicopter Rate Control,Float,9
MC_YAW_P,Multicopter attitude/rate,2.79999995,2.8,-4.76837156e-08,same,metadata default,Multicopter Attitude Control,Float,9
MC_YAW_WEIGHT,Multicopter attitude/rate,0.400000006,0.4,5.96046446e-09,same,metadata default,Multicopter Attitude Control,Float,9
MC_YR_INT_LIM,Multicopter attitude/rate,0.300000012,0.3,1.1920929e-08,same,metadata default,Multicopter Rate Control,Float,9
MIS_DIST_1WP,Mission,900,900,0,same,metadata default,Mission,Float,9
MIS_DIST_WPS,Mission,900,900,0,same,metadata default,Mission,Float,9
MIS_LTRMIN_ALT,Mission,-1,-1,0,same,metadata default,Mission,Float,9
MIS_MNT_YAW_CTL,Mission,0,0,0,same,metadata default,Mission,Int32,6
MIS_TAKEOFF_ALT,Mission,1.5,2.5,-1,different,metadata default,Mission,Float,9
MIS_TAKEOFF_REQ,Mission,0,0,0,same,metadata default,Mission,Int32,6
MIS_YAW_ERR,Mission,12,12,0,same,metadata default,Mission,Float,9
MIS_YAW_TMT,Mission,-1,-1,0,same,metadata default,Mission,Float,9
MNT_MODE_IN,Mount/gimbal,-1,-1,0,same,metadata default,Mount,Int32,6
MOT_ORDERING,Other,0,0,0,same,metadata default,Mixer Output,Int32,6
MOT_SLEW_MAX,Other,0,0,0,same,metadata default,PWM Outputs,Float,9
MPC_ACC_DOWN_MAX,Multicopter position,3,3,0,same,metadata default,Multicopter Position Control,Float,9
MPC_ACC_HOR,Multicopter position,3,3,0,same,metadata default,Multicopter Position Control,Float,9
MPC_ACC_HOR_MAX,Multicopter position,5,5,0,same,metadata default,Multicopter Position Control,Float,9
MPC_ACC_UP_MAX,Multicopter position,4,4,0,same,metadata default,Multicopter Position Control,Float,9
MPC_ALT_MODE,Multicopter position,0,0,0,same,metadata default,Multicopter Position Control,Int32,6
MPC_HOLD_DZ,Multicopter position,0.100000001,0.1,1.49011611e-09,same,metadata default,Multicopter Position Control,Float,9
MPC_HOLD_MAX_XY,Multicopter position,0.800000012,0.8,1.19209289e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_HOLD_MAX_Z,Multicopter position,0.600000024,0.6,2.38418579e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_JERK_AUTO,Multicopter position,4,4,0,same,metadata default,Multicopter Position Control,Float,9
MPC_JERK_MAX,Multicopter position,8,8,0,same,metadata default,Multicopter Position Control,Float,9
MPC_LAND_ALT1,Multicopter position,10,10,0,same,metadata default,Multicopter Position Control,Float,9
MPC_LAND_ALT2,Multicopter position,5,5,0,same,metadata default,Multicopter Position Control,Float,9
MPC_LAND_RC_HELP,Multicopter position,0,0,0,same,metadata default,Miscellaneous,Int32,6
MPC_LAND_SPEED,Multicopter position,0.699999988,0.7,-1.19209289e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_MANTHR_MIN,Multicopter position,0.0399999991,0.08,-0.0400000009,different,metadata default,Multicopter Position Control,Float,9
MPC_MAN_TILT_MAX,Multicopter position,35,35,0,same,metadata default,Multicopter Position Control,Float,9
MPC_MAN_Y_MAX,Multicopter position,150,150,0,same,metadata default,Multicopter Position Control,Float,9
MPC_MAN_Y_TAU,Multicopter position,0.0799999982,0.08,-1.78813934e-09,same,metadata default,Multicopter Position Control,Float,9
MPC_POS_MODE,Multicopter position,4,4,0,same,metadata default,Multicopter Position Control,Int32,6
MPC_SPOOLUP_TIME,Multicopter position,1,1,0,same,metadata default,Multicopter Position Control,Float,9
MPC_THR_CURVE,Multicopter position,0,0,0,same,metadata default,Multicopter Position Control,Int32,6
MPC_THR_HOVER,Multicopter position,0.360000014,0.5,-0.139999986,different,metadata default,Multicopter Position Control,Float,9
MPC_THR_MAX,Multicopter position,1,1,0,same,metadata default,Multicopter Position Control,Float,9
MPC_THR_MIN,Multicopter position,0.119999997,0.12,-2.68220901e-09,same,metadata default,Multicopter Position Control,Float,9
MPC_TILTMAX_AIR,Multicopter position,45,45,0,same,metadata default,Multicopter Position Control,Float,9
MPC_TILTMAX_LND,Multicopter position,12,12,0,same,metadata default,Multicopter Position Control,Float,9
MPC_TKO_RAMP_T,Multicopter position,3,3,0,same,metadata default,Multicopter Position Control,Float,9
MPC_TKO_SPEED,Multicopter position,1.5,1.5,0,same,metadata default,Multicopter Position Control,Float,9
MPC_USE_HTE,Multicopter position,1,1,0,same,metadata default,Multicopter Position Control,Int32,6
MPC_VELD_LP,Multicopter position,5,5,0,same,metadata default,Multicopter Position Control,Float,9
MPC_VEL_MANUAL,Multicopter position,10,10,0,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_CRUISE,Multicopter position,5,5,0,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_ERR_MAX,Multicopter position,2,2,0,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_MAN_EXPO,Multicopter position,0.600000024,0.6,2.38418579e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_P,Multicopter position,0.949999988,0.95,-1.19209289e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_TRAJ_P,Multicopter position,0.5,0.5,0,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_VEL_ALL,Multicopter position,-10,-10,0,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_VEL_D_ACC,Multicopter position,0.25,0.2,0.05,different,metadata default,Multicopter Position Control,Float,9
MPC_XY_VEL_I_ACC,Multicopter position,0.400000006,0.4,5.96046446e-09,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_VEL_MAX,Multicopter position,12,12,0,same,metadata default,Multicopter Position Control,Float,9
MPC_XY_VEL_P_ACC,Multicopter position,1.79999995,1.8,-4.76837159e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_YAWRAUTO_MAX,Multicopter position,45,45,0,same,metadata default,Multicopter Attitude Control,Float,9
MPC_YAW_EXPO,Multicopter position,0.600000024,0.6,2.38418579e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_YAW_MODE,Multicopter position,0,0,0,same,metadata default,Mission,Int32,6
MPC_Z_MAN_EXPO,Multicopter position,0.600000024,0.6,2.38418579e-08,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_P,Multicopter position,1,1,0,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_VEL_ALL,Multicopter position,-3,-3,0,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_VEL_D_ACC,Multicopter position,0,0,0,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_VEL_I_ACC,Multicopter position,2,2,0,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_VEL_MAX_DN,Multicopter position,1,1,0,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_VEL_MAX_UP,Multicopter position,3,3,0,same,metadata default,Multicopter Position Control,Float,9
MPC_Z_VEL_P_ACC,Multicopter position,4,4,0,same,metadata default,Multicopter Position Control,Float,9
NAV_ACC_RAD,Navigation,2,2,0,same,rc.mc_defaults:12 set-default,Mission,Float,9
NAV_DLL_ACT,Navigation,2,0,2,different,metadata default,Commander,Int32,6
NAV_FORCE_VT,Navigation,1,1,0,same,metadata default,Mission,Int32,6
NAV_FT_DST,Navigation,8,8,0,same,metadata default,Follow target,Float,9
NAV_FT_FS,Navigation,1,1,0,same,metadata default,Follow target,Int32,6
NAV_FT_RS,Navigation,0.5,0.5,0,same,metadata default,Follow target,Float,9
NAV_FW_ALTL_RAD,Navigation,5,5,0,same,metadata default,Mission,Float,9
NAV_FW_ALT_RAD,Navigation,10,10,0,same,metadata default,Mission,Float,9
NAV_GPSF_LT,Navigation,0,0,0,same,metadata default,GPS Failure Navigation,Float,9
NAV_GPSF_P,Navigation,0,0,0,same,metadata default,GPS Failure Navigation,Float,9
NAV_GPSF_R,Navigation,15,15,0,same,metadata default,GPS Failure Navigation,Float,9
NAV_GPSF_TR,Navigation,0,0,0,same,metadata default,GPS Failure Navigation,Float,9
NAV_LOITER_RAD,Navigation,50,50,0,same,metadata default,Mission,Float,9
NAV_MC_ALT_RAD,Navigation,0.800000012,0.8,1.19209289e-08,same,metadata default,Mission,Float,9
NAV_MIN_FT_HT,Navigation,8,8,0,same,metadata default,Follow target,Float,9
NAV_RCL_ACT,Navigation,2,2,0,same,metadata default,Commander,Int32,6
NAV_TRAFF_AVOID,Navigation,1,1,0,same,metadata default,Mission,Int32,6
NAV_TRAFF_A_RADM,Navigation,500,500,0,same,metadata default,Mission,Float,9
NAV_TRAFF_A_RADU,Navigation,10,10,0,same,metadata default,Mission,Float,9
PLD_BTOUT,Other,5,5,0,same,metadata default,Precision Land,Float,9
PLD_FAPPR_ALT,Other,0.100000001,0.1,1.49011611e-09,same,metadata default,Precision Land,Float,9
PLD_HACC_RAD,Other,0.200000003,0.2,2.98023223e-09,same,metadata default,Precision Land,Float,9
PLD_MAX_SRCH,Other,3,3,0,same,metadata default,Precision Land,Int32,6
PLD_SRCH_ALT,Other,10,10,0,same,metadata default,Precision Land,Float,9
PLD_SRCH_TOUT,Other,10,10,0,same,metadata default,Precision Land,Float,9
PWM_AUX_DIS1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_DIS2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_DIS3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_DIS4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_DIS5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_DIS6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_DISARM,Actuator output,1500,1500,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_FAIL1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_FAIL2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_FAIL3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_FAIL4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_FAIL5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_FAIL6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX,Actuator output,2000,2000,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MAX6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN,Actuator output,1000,1000,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_MIN6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_OUT,Actuator output,1234,0,1234,different,metadata default,PWM Outputs,Int32,6
PWM_AUX_RATE,Actuator output,50,50,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_REV1,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_REV2,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_REV3,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_REV4,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_REV5,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_REV6,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_AUX_TRIM1,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_AUX_TRIM2,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_AUX_TRIM3,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_AUX_TRIM4,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_AUX_TRIM5,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_AUX_TRIM6,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_DIS1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS7,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DIS8,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_DISARM,Actuator output,900,900,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL7,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_FAIL8,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX,Actuator output,1950,1950,0,same,rc.mc_defaults:17 set-default,PWM Outputs,Int32,6
PWM_MAIN_MAX1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX7,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MAX8,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN,Actuator output,1100,1075,25,different,rc.mc_defaults:18 set-default,PWM Outputs,Int32,6
PWM_MAIN_MIN1,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN2,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN3,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN4,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN5,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN6,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN7,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_MIN8,Actuator output,-1,-1,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_OUT,Actuator output,1234,0,1234,different,metadata default,PWM Outputs,Int32,6
PWM_MAIN_RATE,Actuator output,400,400,0,same,rc.mc_defaults:19 set-default,PWM Outputs,Int32,6
PWM_MAIN_REV1,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV2,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV3,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV4,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV5,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV6,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV7,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_REV8,Actuator output,0,0,0,same,metadata default,PWM Outputs,Int32,6
PWM_MAIN_TRIM1,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM2,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM3,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM4,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM5,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM6,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM7,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
PWM_MAIN_TRIM8,Actuator output,0,0,0,same,metadata default,PWM Outputs,Float,9
RC10_DZ,RC/operator input,0,0,0,same,metadata default,Radio Calibration,Float,9
RC10_MAX,RC/operator input,2000,2000,0,same,metadata default,Radio Calibration,Float,9
